pitch,vel,dur,db(lab),db(audi),duration(lab),duration(audi),db(lab) - db(audi),dur(lab) - dur(audi)
65,9,0.1,60.290157,51.508728,0.23,0.13,8.781429,0.1
66,9,0.1,56.35385,50.074596,0.17,0.11,6.279254,0.06
67,9,0.1,60.320465,49.249184,0.25,0.11,11.071281,0.14
68,9,0.1,60.09865,41.828438,0.25,0.11,18.270212,0.14
69,9,0.1,56.717243,52.493126,0.22,0.16,4.224117,0.06
70,9,0.1,56.77737,47.15073,0.12,0.11,9.62664,0.01
71,9,0.1,57.50133,53.674263,0.22,0.13,3.827067,0.09
72,9,0.1,60.58733,50.668533,0.25,0.11,9.918797,0.14
73,9,0.1,62.609184,55.15625,0.25,0.11,7.452934,0.14
74,9,0.1,63.237823,51.657166,0.26,0.13,11.580657,0.13
75,9,0.1,56.264603,56.0647,0.22,0.19,0.199903,0.03
76,9,0.1,50.571716,53.590763,0.12,0.11,-3.019047,0.01
77,9,0.1,53.599056,51.735256,0.23,0.14,1.8638,0.09
78,9,0.1,49.154564,52.55918,0.12,0.17,-3.404616,-0.05
79,9,0.1,52.596466,52.331413,0.26,0.14,0.265053,0.12
80,9,0.1,51.996895,48.567104,0.22,0.11,3.429791,0.11
81,9,0.1,55.034065,46.196075,0.25,0.11,8.83799,0.14
82,9,0.1,50.81916,44.311317,0.11,0.11,6.507843,0
83,9,0.1,49.994953,50.8502,0.11,0.11,-0.855247,0
84,9,0.1,54.07547,42.346806,0.11,0.11,11.728664,0
85,9,0.1,50.541542,43.315304,0.11,0.11,7.226238,0
86,9,0.1,48.70642,44.92409,0.11,0.11,3.78233,0
87,9,0.1,47.891525,46.596622,0.11,0.11,1.294903,0
88,9,0.1,51.17137,45.746414,0.11,0.11,5.424956,0
89,9,0.1,45.38765,43.40477,0.11,0.11,1.98288,0
90,9,0.1,48.41563,47.648243,0.11,0.11,0.767387,0
91,9,0.1,48.976734,47.865273,0.11,0.11,1.111461,0
92,9,0.1,59.165825,48.438786,0.11,0.11,10.727039,0
93,9,0.1,50.390343,47.595398,0.11,0.11,2.794945,0
94,9,0.1,47.793835,48.84245,0.11,0.11,-1.048615,0
95,9,0.1,48.600506,47.409164,0.11,0.11,1.191342,0
96,9,0.1,43.330692,51.878166,0.11,0.11,-8.547474,0
97,9,0.1,50.169453,54.11922,0.11,0.11,-3.949767,0
98,9,0.1,50.91861,54.502098,0.11,0.11,-3.583488,0
99,9,0.1,49.582916,54.02049,0.11,0.11,-4.437574,0
100,9,0.1,48.23465,54.102608,0.11,0.11,-5.867958,0
101,9,0.1,48.466953,50.255394,0.11,0.11,-1.788441,0
102,9,0.1,47.673557,50.743576,0.11,0.11,-3.070019,0
103,9,0.1,47.68439,49.638237,0.11,0.11,-1.953847,0
104,9,0.1,50.41005,51.748604,0.11,0.11,-1.338554,0
105,9,0.1,48.596863,49.194527,0.11,0.11,-0.597664,0
106,9,0.1,47.967377,50.804344,0.11,0.11,-2.836967,0
107,9,0.1,47.97357,50.424454,0.11,0.11,-2.450884,0
108,9,0.1,44.105953,50.923843,0.11,0.11,-6.81789,0
21,9,0.3,58.408295,56.767544,0.39,0.28,1.640751,0.11
22,9,0.3,60.104774,57.082745,0.39,0.12,3.022029,0.27
23,9,0.3,57.33686,54.90632,0.35,0.12,2.43054,0.23
24,9,0.3,60.883446,58.11934,0.37,0.17,2.764106,0.2
25,9,0.3,59.908314,55.557823,0.47,0.11,4.350491,0.36
26,9,0.3,55.15397,53.71973,0.38,0.13,1.43424,0.25
27,9,0.3,57.446915,58.68332,0.39,0.12,-1.236405,0.27
28,9,0.3,60.718666,59.1523,0.41,0.19,1.566366,0.22
29,9,0.3,59.52037,42.380646,0.37,0.11,17.139724,0.26
30,9,0.3,57.854183,55.841618,0.28,0.12,2.012565,0.16
31,9,0.3,61.18734,60.672916,0.47,0.32,0.514424,0.15
32,9,0.3,60.33506,58.03663,0.41,0.11,2.29843,0.3
33,9,0.3,61.28485,53.777817,0.39,0.11,7.507033,0.28
34,9,0.3,62.017334,56.588757,0.39,0.27,5.428577,0.12
35,9,0.3,59.07681,58.290627,0.41,0.33,0.786183,0.08
36,9,0.3,58.239204,43.09443,0.35,0.11,15.144774,0.24
37,9,0.3,57.60211,58.536766,0.23,0.34,-0.934656,-0.11
38,9,0.3,53.608894,56.081654,0.12,0.23,-2.47276,-0.11
39,9,0.3,58.044518,54.85351,0.38,0.21,3.191008,0.17
40,9,0.3,62.535892,51.638336,0.4,0.11,10.897556,0.29
41,9,0.3,59.9677,50.01602,0.38,0.11,9.95168,0.27
42,9,0.3,55.738,55.95034,0.41,0.32,-0.21234,0.09
43,9,0.3,60.453247,49.683247,0.43,0.11,10.77,0.32
44,9,0.3,57.88569,56.687325,0.38,0.36,1.198365,0.02
45,9,0.3,61.120216,52.13522,0.37,0.11,8.984996,0.26
46,9,0.3,57.85646,51.39518,0.35,0.11,6.46128,0.24
47,9,0.3,58.456947,55.128582,0.42,0.31,3.328365,0.11
48,9,0.3,57.731884,57.3168,0.38,0.33,0.415084,0.05
49,9,0.3,58.653717,52.11419,0.38,0.12,6.539527,0.26
50,9,0.3,57.2143,58.68408,0.36,0.32,-1.46978,0.04
51,9,0.3,65.89188,57.58624,0.44,0.33,8.30564,0.11
52,9,0.3,68.08089,59.485767,0.4,0.31,8.595123,0.09
53,9,0.3,68.02588,53.70099,0.41,0.3,14.32489,0.11
54,9,0.3,64.25714,57.40413,0.41,0.34,6.85301,0.07
55,9,0.3,68.120674,56.510036,0.4,0.33,11.610638,0.07
56,9,0.3,63.265926,57.50421,0.38,0.33,5.761716,0.05
57,9,0.3,62.304142,58.304523,0.39,0.32,3.999619,0.07
58,9,0.3,56.753544,55.94968,0.4,0.33,0.803864,0.07
59,9,0.3,53.07478,53.907574,0.4,0.32,-0.832794,0.08
60,9,0.3,54.991947,56.84719,0.3,0.22,-1.855243,0.08
61,9,0.3,59.595215,53.444027,0.36,0.24,6.151188,0.12
62,9,0.3,60.476448,53.500465,0.46,0.29,6.975983,0.17
63,9,0.3,62.48645,47.1166,0.44,0.11,15.36985,0.33
64,9,0.3,63.551086,50.47648,0.42,0.11,13.074606,0.31
65,9,0.3,59.547253,48.596664,0.39,0.12,10.950589,0.27
66,9,0.3,55.79494,50.313507,0.21,0.11,5.481433,0.1
67,9,0.3,61.56284,48.992287,0.43,0.11,12.570553,0.32
68,9,0.3,59.572037,43.19161,0.41,0.11,16.380427,0.3
69,9,0.3,57.763145,51.942078,0.29,0.11,5.821067,0.18
70,9,0.3,54.059044,48.254436,0.12,0.11,5.804608,0.01
71,9,0.3,57.883682,53.695824,0.4,0.31,4.187858,0.09
72,9,0.3,60.56434,51.489365,0.44,0.11,9.074975,0.33
73,9,0.3,62.68561,55.579372,0.38,0.11,7.106238,0.27
74,9,0.3,64.56876,52.345573,0.45,0.19,12.223187,0.26
75,9,0.3,58.21586,57.216694,0.4,0.26,0.999166,0.14
76,9,0.3,51.534744,52.93387,0.12,0.11,-1.399126,0.01
77,9,0.3,53.88382,52.874622,0.22,0.14,1.009198,0.08
78,9,0.3,48.581596,52.029236,0.19,0.21,-3.44764,-0.02
79,9,0.3,52.719555,51.378098,0.27,0.14,1.341457,0.13
80,9,0.3,52.56049,48.043205,0.21,0.11,4.517285,0.1
81,9,0.3,53.42086,46.94127,0.27,0.11,6.47959,0.16
82,9,0.3,50.677315,43.704895,0.11,0.11,6.97242,0
83,9,0.3,49.657486,49.98166,0.11,0.11,-0.324174,0
84,9,0.3,52.04094,49.593643,0.11,0.11,2.447297,0
85,9,0.3,48.77536,46.385006,0.11,0.11,2.390354,0
86,9,0.3,48.57786,44.75308,0.11,0.11,3.82478,0
87,9,0.3,47.889164,45.083275,0.11,0.11,2.805889,0
88,9,0.3,46.469006,46.96412,0.11,0.11,-0.495114,0
89,9,0.3,48.905834,45.56828,0.11,0.11,3.337554,0
90,9,0.3,46.6873,46.168774,0.11,0.11,0.518526,0
91,9,0.3,45.346474,48.23779,0.11,0.11,-2.891316,0
92,9,0.3,48.431744,48.94194,0.11,0.11,-0.510196,0
93,9,0.3,49.2821,47.11969,0.11,0.11,2.16241,0
94,9,0.3,42.359512,47.728374,0.11,0.11,-5.368862,0
95,9,0.3,46.335434,47.8512,0.11,0.11,-1.515766,0
96,9,0.3,49.308537,51.769424,0.11,0.11,-2.460887,0
97,9,0.3,48.851536,54.018585,0.11,0.11,-5.167049,0
98,9,0.3,43.60936,54.41547,0.11,0.11,-10.80611,0
99,9,0.3,50.250076,54.441315,0.11,0.11,-4.191239,0
100,9,0.3,48.25011,54.876236,0.11,0.11,-6.626126,0
101,9,0.3,46.694897,49.995018,0.11,0.11,-3.300121,0
102,9,0.3,49.62652,54.77229,0.11,0.11,-5.14577,0
103,9,0.3,49.095055,51.319256,0.11,0.11,-2.224201,0
104,9,0.3,49.527412,51.16183,0.11,0.11,-1.634418,0
105,9,0.3,49.18442,50.105423,0.11,0.11,-0.921003,0
106,9,0.3,48.727737,50.770355,0.11,0.11,-2.042618,0
107,9,0.3,48.65985,50.829216,0.11,0.11,-2.169366,0
108,9,0.3,47.753838,50.995705,0.11,0.11,-3.241867,0
21,9,0.7,58.79971,57.638077,0.72,0.28,1.161633,0.44
22,9,0.7,60.45547,56.201305,0.72,0.12,4.254165,0.6
23,9,0.7,57.88756,54.42509,0.35,0.12,3.46247,0.23
24,9,0.7,61.341854,58.576004,0.46,0.17,2.76585,0.29
25,9,0.7,60.206345,55.366573,0.84,0.11,4.839772,0.73
26,9,0.7,55.376945,54.221714,0.42,0.13,1.155231,0.29
27,9,0.7,58.487312,58.514565,0.51,0.12,-0.027253,0.39
28,9,0.7,60.531395,58.775803,0.75,0.12,1.755592,0.63
29,9,0.7,59.35801,41.45639,0.8,0.11,17.90162,0.69
30,9,0.7,59.130924,55.08802,0.28,0.12,4.042904,0.16
31,9,0.7,60.0558,60.698486,0.78,0.62,-0.642686,0.16
32,9,0.7,59.88785,58.017353,0.77,0.11,1.870497,0.66
33,9,0.7,60.389473,53.84836,0.77,0.11,6.541113,0.66
34,9,0.7,63.082806,57.398033,0.78,0.12,5.684773,0.66
35,9,0.7,58.220646,57.984722,0.66,0.38,0.235924,0.28
36,9,0.7,58.153137,40.34458,0.47,0.11,17.808557,0.36
37,9,0.7,57.048965,59.38018,0.13,0.73,-2.331215,-0.6
38,9,0.7,55.568787,55.177307,0.13,0.18,0.39148,-0.05
39,9,0.7,56.885086,55.362614,0.63,0.25,1.522472,0.38
40,9,0.7,61.738613,51.369064,0.76,0.11,10.369549,0.65
41,9,0.7,59.609726,50.93916,0.8,0.11,8.670566,0.69
42,9,0.7,56.189293,56.123753,0.79,0.49,0.06554,0.3
43,9,0.7,60.293434,47.97397,0.67,0.11,12.319464,0.56
44,9,0.7,59.023323,57.879204,0.5,0.49,1.144119,0.01
45,9,0.7,60.10141,51.48953,0.76,0.11,8.61188,0.65
46,9,0.7,57.148197,52.084023,0.36,0.11,5.064174,0.25
47,9,0.7,58.670597,53.80215,0.68,0.36,4.868447,0.32
48,9,0.7,58.515774,57.114677,0.44,0.65,1.401097,-0.21
49,9,0.7,57.88083,50.793232,0.46,0.12,7.087598,0.34
50,9,0.7,57.272114,59.310623,0.35,0.52,-2.038509,-0.17
51,9,0.7,65.186264,58.186005,0.71,0.62,7.000259,0.09
52,9,0.7,68.141975,60.1777,0.79,0.59,7.964275,0.2
53,9,0.7,67.92293,52.30509,0.79,0.26,15.61784,0.53
54,9,0.7,64.23323,56.779644,0.79,0.72,7.453586,0.07
55,9,0.7,67.94503,56.29607,0.72,0.7,11.64896,0.02
56,9,0.7,62.84467,56.744392,0.48,0.72,6.100278,-0.24
57,9,0.7,61.862064,58.353466,0.46,0.61,3.508598,-0.15
58,9,0.7,56.59388,55.60613,0.59,0.53,0.98775,0.06
59,9,0.7,56.11415,54.762257,0.13,0.42,1.351893,-0.29
60,9,0.7,54.288864,56.93876,0.3,0.22,-2.649896,0.08
61,9,0.7,59.63819,53.84846,0.36,0.29,5.78973,0.07
62,9,0.7,59.5234,53.525394,0.62,0.32,5.998006,0.3
63,9,0.7,62.43174,47.132248,0.55,0.11,15.299492,0.44
64,9,0.7,63.47956,51.49536,0.53,0.11,11.9842,0.42
65,9,0.7,59.805107,48.620262,0.41,0.11,11.184845,0.3
66,9,0.7,53.972305,48.71907,0.16,0.11,5.253235,0.05
67,9,0.7,60.25602,50.29905,0.69,0.11,9.95697,0.58
68,9,0.7,59.229332,42.52196,0.6,0.11,16.707372,0.49
69,9,0.7,57.471645,52.282047,0.28,0.11,5.189598,0.17
70,9,0.7,54.873627,46.938824,0.12,0.11,7.934803,0.01
71,9,0.7,55.84995,53.36916,0.4,0.31,2.48079,0.09
72,9,0.7,60.48977,51.58171,0.57,0.11,8.90806,0.46
73,9,0.7,62.11386,53.889305,0.38,0.11,8.224555,0.27
74,9,0.7,64.90924,52.00035,0.6,0.2,12.90889,0.4
75,9,0.7,55.632057,56.85993,0.51,0.26,-1.227873,0.25
76,9,0.7,50.213264,53.025093,0.12,0.11,-2.811829,0.01
77,9,0.7,54.55094,53.790413,0.22,0.14,0.760527,0.08
78,9,0.7,51.77977,51.80125,0.15,0.21,-0.02148,-0.06
79,9,0.7,52.504032,51.905212,0.26,0.14,0.59882,0.12
80,9,0.7,52.705612,47.98687,0.21,0.11,4.718742,0.1
81,9,0.7,53.4927,47.24118,0.27,0.11,6.25152,0.16
82,9,0.7,49.39589,43.62429,0.11,0.11,5.7716,0
83,9,0.7,50.43392,49.979347,0.11,0.11,0.454573,0
84,9,0.7,52.747765,43.220715,0.11,0.11,9.52705,0
85,9,0.7,48.314507,44.93123,0.11,0.11,3.383277,0
86,9,0.7,47.40072,44.68849,0.11,0.11,2.71223,0
87,9,0.7,46.80574,46.09926,0.11,0.11,0.70648,0
88,9,0.7,45.80902,45.640694,0.11,0.11,0.168326,0
89,9,0.7,44.675503,39.508877,0.11,0.11,5.166626,0
90,9,0.7,49.759872,47.869778,0.11,0.11,1.890094,0
91,9,0.7,47.2198,48.52359,0.11,0.11,-1.30379,0
92,9,0.7,48.230293,47.476635,0.11,0.11,0.753658,0
93,9,0.7,48.95109,44.78989,0.11,0.11,4.1612,0
94,9,0.7,47.104748,49.545303,0.11,0.11,-2.440555,0
95,9,0.7,48.048748,49.17028,0.11,0.11,-1.121532,0
96,9,0.7,48.768074,51.902092,0.11,0.11,-3.134018,0
97,9,0.7,51.351868,53.95166,0.11,0.11,-2.599792,0
98,9,0.7,48.699787,54.845734,0.11,0.11,-6.145947,0
99,9,0.7,51.043854,54.595963,0.11,0.11,-3.552109,0
100,9,0.7,49.43053,53.05872,0.11,0.11,-3.62819,0
101,9,0.7,50.34476,50.18444,0.11,0.11,0.16032,0
102,9,0.7,50.07868,48.961277,0.11,0.11,1.117403,0
103,9,0.7,47.002872,50.41471,0.11,0.11,-3.411838,0
104,9,0.7,50.1482,52.312386,0.11,0.11,-2.164186,0
105,9,0.7,50.834545,48.322277,0.11,0.11,2.512268,0
106,9,0.7,47.631325,50.65341,0.11,0.11,-3.022085,0
107,9,0.7,47.3952,50.29525,0.11,0.11,-2.90005,0
108,9,0.7,45.751003,51.265152,0.11,0.11,-5.514149,0
21,9,1,59.25127,57.456993,0.88,0.28,1.794277,0.6
22,9,1,49.71959,55.69124,0.11,0.12,-5.97165,-0.01
23,9,1,57.841484,54.38074,0.32,0.11,3.460744,0.21
24,9,1,60.757805,58.072758,1.07,0.17,2.685047,0.9
25,9,1,60.12731,55.135136,1.17,0.11,4.992174,1.06
26,9,1,56.106274,54.088898,0.42,0.13,2.017376,0.29
27,9,1,57.486523,58.018845,0.56,0.12,-0.532322,0.44
28,9,1,60.302094,58.75358,0.8,0.12,1.548514,0.68
29,9,1,59.323025,43.51967,1.1,0.11,15.803355,0.99
30,9,1,58.561115,56.09223,0.28,0.15,2.468885,0.13
31,9,1,54.687336,60.639626,0.25,0.66,-5.95229,-0.41
32,9,1,48.142094,58.439083,0.11,0.11,-10.296989,0
33,9,1,60.230595,54.078796,0.98,0.11,6.151799,0.87
34,9,1,61.24114,56.944897,1.07,0.12,4.296243,0.95
35,9,1,58.31911,58.292,0.63,0.38,0.02711,0.25
36,9,1,57.66827,41.194084,0.41,0.11,16.474186,0.3
37,9,1,55.381794,58.09592,0.12,0.74,-2.714126,-0.62
38,9,1,52.939194,56.16719,0.13,0.18,-3.227996,-0.05
39,9,1,57.895,54.757618,0.63,0.21,3.137382,0.42
40,9,1,62.415005,50.925385,0.78,0.11,11.48962,0.67
41,9,1,59.580437,50.52053,1.1,0.11,9.059907,0.99
42,9,1,57.33225,56.7858,0.78,0.59,0.54645,0.19
43,9,1,60.22302,49.060307,0.57,0.11,11.162713,0.46
44,9,1,57.906853,57.63354,0.52,0.47,0.273313,0.05
45,9,1,60.188995,51.98321,0.75,0.11,8.205785,0.64
46,9,1,55.41415,52.472713,0.34,0.29,2.941437,0.05
47,9,1,58.090874,55.3918,0.72,0.41,2.699074,0.31
48,9,1,57.444824,57.310028,0.37,0.74,0.134796,-0.37
49,9,1,59.25924,49.70639,0.51,0.12,9.55285,0.39
50,9,1,56.439236,59.52723,0.36,0.49,-3.087994,-0.13
51,9,1,65.8628,57.488956,0.72,0.55,8.373844,0.17
52,9,1,67.863716,59.58578,0.93,0.59,8.277936,0.34
53,9,1,68.15386,52.599895,1.08,0.24,15.553965,0.84
54,9,1,64.217445,55.725525,1.01,0.8,8.49192,0.21
55,9,1,68.51329,55.483723,0.82,0.76,13.029567,0.06
56,9,1,63.34689,58.063274,0.49,1,5.283616,-0.51
57,9,1,62.561153,58.116196,0.46,0.6,4.444957,-0.14
58,9,1,56.095936,55.74605,0.59,0.53,0.349886,0.06
59,9,1,56.99545,53.88716,0.13,0.41,3.10829,-0.28
60,9,1,54.9871,57.047085,0.29,0.23,-2.059985,0.06
61,9,1,59.361095,53.522976,0.38,0.27,5.838119,0.11
62,9,1,59.985153,53.277264,0.69,0.32,6.707889,0.37
63,9,1,62.56604,48.046043,0.55,0.11,14.519997,0.44
64,9,1,63.20973,51.130463,0.54,0.11,12.079267,0.43
65,9,1,59.912666,49.656837,0.41,0.11,10.255829,0.3
66,9,1,55.48146,50.209366,0.18,0.11,5.272094,0.07
67,9,1,61.455475,50.199036,0.69,0.11,11.256439,0.58
68,9,1,59.382034,44.130417,0.62,0.11,15.251617,0.51
69,9,1,57.35352,53.705704,0.3,0.11,3.647816,0.19
70,9,1,53.117466,48.4112,0.12,0.11,4.706266,0.01
71,9,1,57.42267,53.337044,0.41,0.3,4.085626,0.11
72,9,1,60.730278,50.12182,0.58,0.11,10.608458,0.47
73,9,1,61.916153,54.29236,0.38,0.11,7.623793,0.27
74,9,1,65.19658,52.08536,0.61,0.18,13.11122,0.43
75,9,1,56.900112,56.19579,0.49,0.26,0.704322,0.23
76,9,1,51.106243,51.863213,0.12,0.11,-0.75697,0.01
77,9,1,53.98486,53.609104,0.22,0.14,0.375756,0.08
78,9,1,53.47576,51.97995,0.27,0.21,1.49581,0.06
79,9,1,52.050728,50.829266,0.26,0.14,1.221462,0.12
80,9,1,52.455803,49.76155,0.21,0.11,2.694253,0.1
81,9,1,52.99949,47.09225,0.27,0.11,5.90724,0.16
82,9,1,48.528503,43.540413,0.11,0.11,4.98809,0
83,9,1,51.51533,51.18976,0.11,0.11,0.32557,0
84,9,1,53.550507,43.63656,0.11,0.11,9.913947,0
85,9,1,49.31364,45.264378,0.11,0.11,4.049262,0
86,9,1,49.291214,47.01413,0.11,0.11,2.277084,0
87,9,1,46.469715,46.05482,0.11,0.11,0.414895,0
88,9,1,47.40468,44.521313,0.11,0.11,2.883367,0
89,9,1,46.53353,44.434486,0.11,0.11,2.099044,0
90,9,1,46.73287,46.48149,0.11,0.11,0.25138,0
91,9,1,45.422234,46.871635,0.11,0.11,-1.449401,0
92,9,1,47.140594,48.75082,0.11,0.11,-1.610226,0
93,9,1,51.29238,45.35472,0.11,0.11,5.93766,0
94,9,1,48.1925,49.40866,0.11,0.11,-1.21616,0
95,9,1,45.099873,47.33465,0.11,0.11,-2.234777,0
96,9,1,49.670113,52.209465,0.11,0.11,-2.539352,0
97,9,1,49.85151,54.107372,0.11,0.11,-4.255862,0
98,9,1,49.718647,53.293972,0.11,0.11,-3.575325,0
99,9,1,50.634285,54.421043,0.11,0.11,-3.786758,0
100,9,1,49.089127,54.40338,0.11,0.11,-5.314253,0
101,9,1,49.468513,43.800743,0.11,0.11,5.66777,0
102,9,1,51.25891,50.885765,0.11,0.11,0.373145,0
103,9,1,47.92112,50.159935,0.11,0.11,-2.238815,0
104,9,1,49.355553,52.16702,0.11,0.11,-2.811467,0
105,9,1,49.139545,49.63221,0.11,0.11,-0.492665,0
106,9,1,45.938675,50.423706,0.11,0.11,-4.485031,0
107,9,1,49.69198,48.29483,0.11,0.11,1.39715,0
108,9,1,47.61438,50.856773,0.11,0.11,-3.242393,0
21,17,0.1,60.59278,57.270077,0.25,0.14,3.322703,0.11
22,17,0.1,52.0877,56.854263,0.11,0.14,-4.766563,-0.03
23,17,0.1,58.167763,54.86865,0.19,0.11,3.299113,0.08
24,17,0.1,60.321835,57.864086,0.22,0.12,2.457749,0.1
25,17,0.1,61.93113,54.462948,0.3,0.11,7.468182,0.19
26,17,0.1,55.197044,54.914303,0.12,0.11,0.282741,0.01
27,17,0.1,57.480278,57.206146,0.17,0.12,0.274132,0.05
28,17,0.1,60.045853,59.483402,0.22,0.14,0.562451,0.08
29,17,0.1,53.577606,44.141624,0.19,0.11,9.435982,0.08
30,17,0.1,58.386803,56.419018,0.23,0.12,1.967785,0.11
31,17,0.1,52.338547,60.797134,0.11,0.14,-8.458587,-0.03
32,17,0.1,50.191475,58.239563,0.13,0.11,-8.048088,0.02
33,17,0.1,60.79721,55.23364,0.16,0.11,5.56357,0.05
34,17,0.1,61.59811,57.64262,0.24,0.11,3.95549,0.13
35,17,0.1,58.696495,58.340874,0.21,0.11,0.355621,0.1
36,17,0.1,59.15182,50.065594,0.19,0.11,9.086226,0.08
37,17,0.1,55.709827,58.332397,0.12,0.13,-2.62257,-0.01
38,17,0.1,55.18896,55.095226,0.18,0.11,0.093734,0.07
39,17,0.1,56.92588,55.79871,0.2,0.12,1.12717,0.08
40,17,0.1,62.73935,49.349174,0.29,0.11,13.390176,0.18
41,17,0.1,58.868885,50.079338,0.17,0.11,8.789547,0.06
42,17,0.1,57.252625,56.33692,0.2,0.12,0.915705,0.08
43,17,0.1,60.780083,50.42556,0.21,0.11,10.354523,0.1
44,17,0.1,58.961964,58.199955,0.21,0.14,0.762009,0.07
45,17,0.1,60.515457,52.075184,0.18,0.11,8.440273,0.07
46,17,0.1,57.50634,53.11259,0.17,0.11,4.39375,0.06
47,17,0.1,58.28967,55.1607,0.25,0.11,3.12897,0.14
48,17,0.1,57.893284,57.003616,0.19,0.12,0.889668,0.07
49,17,0.1,57.735806,50.676975,0.2,0.11,7.058831,0.09
50,17,0.1,56.86382,58.506317,0.19,0.12,-1.642497,0.07
51,17,0.1,65.41424,57.960213,0.31,0.12,7.454027,0.19
52,17,0.1,68.07223,60.29955,0.26,0.14,7.77268,0.12
53,17,0.1,68.93482,56.464035,0.24,0.11,12.470785,0.13
54,17,0.1,63.967636,58.83764,0.2,0.12,5.129996,0.08
55,17,0.1,68.451904,56.49388,0.37,0.11,11.958024,0.26
56,17,0.1,63.68579,57.868153,0.21,0.12,5.817637,0.09
57,17,0.1,62.13121,57.95068,0.2,0.11,4.18053,0.09
58,17,0.1,56.652664,56.49286,0.21,0.14,0.159804,0.07
59,17,0.1,55.931366,54.703636,0.13,0.13,1.22773,0
60,17,0.1,56.919582,57.41332,0.23,0.13,-0.493738,0.1
61,17,0.1,59.704693,53.61901,0.24,0.12,6.085683,0.12
62,17,0.1,59.039955,54.606346,0.26,0.11,4.433609,0.15
63,17,0.1,62.538643,47.016632,0.24,0.11,15.522011,0.13
64,17,0.1,63.24469,50.417023,0.24,0.11,12.827667,0.13
65,17,0.1,60.072456,49.42157,0.23,0.13,10.650886,0.1
66,17,0.1,56.59424,49.50889,0.24,0.11,7.08535,0.13
67,17,0.1,59.7958,49.55635,0.23,0.11,10.23945,0.12
68,17,0.1,60.59923,41.06836,0.25,0.11,19.53087,0.14
69,17,0.1,56.779354,53.597656,0.22,0.11,3.181698,0.11
70,17,0.1,56.750546,47.763775,0.12,0.11,8.986771,0.01
71,17,0.1,57.310524,54.19706,0.21,0.13,3.113464,0.08
72,17,0.1,61.619534,49.542015,0.23,0.11,12.077519,0.12
73,17,0.1,61.870693,55.677708,0.26,0.11,6.192985,0.15
74,17,0.1,65.409836,52.419373,0.27,0.14,12.990463,0.13
75,17,0.1,56.07468,57.042534,0.22,0.18,-0.967854,0.04
76,17,0.1,49.77913,52.674088,0.12,0.11,-2.894958,0.01
77,17,0.1,54.223396,53.363285,0.22,0.16,0.860111,0.06
78,17,0.1,52.96186,51.821125,0.21,0.16,1.140735,0.05
79,17,0.1,53.022655,52.81082,0.26,0.13,0.211835,0.13
80,17,0.1,52.65305,47.257275,0.21,0.11,5.395775,0.1
81,17,0.1,53.011642,47.296833,0.25,0.11,5.714809,0.14
82,17,0.1,48.712566,40.93567,0.11,0.11,7.776896,0
83,17,0.1,50.694584,49.72842,0.11,0.11,0.966164,0
84,17,0.1,53.255333,49.345566,0.11,0.11,3.909767,0
85,17,0.1,51.06106,45.508278,0.11,0.11,5.552782,0
86,17,0.1,48.467236,43.39496,0.11,0.11,5.072276,0
87,17,0.1,47.718143,46.18474,0.11,0.11,1.533403,0
88,17,0.1,50.38066,47.01471,0.11,0.11,3.36595,0
89,17,0.1,47.15926,45.040154,0.11,0.11,2.119106,0
90,17,0.1,48.80827,48.14617,0.11,0.11,0.6621,0
91,17,0.1,44.545654,47.782753,0.11,0.11,-3.237099,0
92,17,0.1,47.31637,48.74949,0.11,0.11,-1.43312,0
93,17,0.1,47.04041,44.364357,0.11,0.11,2.676053,0
94,17,0.1,46.375217,48.601498,0.11,0.11,-2.226281,0
95,17,0.1,44.25715,48.48565,0.11,0.11,-4.2285,0
96,17,0.1,47.790913,51.79181,0.11,0.11,-4.000897,0
97,17,0.1,48.703568,54.367565,0.11,0.11,-5.663997,0
98,17,0.1,47.610706,54.252274,0.11,0.11,-6.641568,0
99,17,0.1,50.700462,54.581245,0.11,0.11,-3.880783,0
100,17,0.1,49.155228,54.804237,0.11,0.11,-5.649009,0
101,17,0.1,48.396606,50.33234,0.11,0.11,-1.935734,0
102,17,0.1,49.16149,50.711357,0.11,0.11,-1.549867,0
103,17,0.1,49.59712,49.384502,0.11,0.11,0.212618,0
104,17,0.1,48.584587,51.55539,0.11,0.11,-2.970803,0
105,17,0.1,49.84538,48.71398,0.11,0.11,1.1314,0
106,17,0.1,50.14342,50.373642,0.11,0.11,-0.230222,0
107,17,0.1,44.653008,50.180267,0.11,0.11,-5.527259,0
108,17,0.1,44.526196,51.629974,0.11,0.11,-7.103778,0
21,17,0.3,58.72406,57.798157,0.41,0.28,0.925903,0.13
22,17,0.3,59.82708,55.971947,0.39,0.13,3.855133,0.26
23,17,0.3,58.105495,55.43543,0.35,0.12,2.670065,0.23
24,17,0.3,60.4469,57.78313,0.43,0.2,2.66377,0.23
25,17,0.3,60.72476,54.749565,0.44,0.11,5.975195,0.33
26,17,0.3,55.93914,54.615967,0.37,0.13,1.323173,0.24
27,17,0.3,57.722157,58.014656,0.42,0.12,-0.292499,0.3
28,17,0.3,59.961395,58.84272,0.37,0.12,1.118675,0.25
29,17,0.3,58.945732,43.690952,0.37,0.11,15.25478,0.26
30,17,0.3,58.157963,56.538193,0.26,0.12,1.61977,0.14
31,17,0.3,60.784218,59.52801,0.44,0.32,1.256208,0.12
